2 15 1 1 0 0 0 0 1 , 2
5 15 1 2 0 0 0 0 1 , 2
2 75 1 1 0 0 0 0 1 , 1
1 6 1 2 0 0 0 0 1 , 1
1 8 1 2 0 0 0 0 1 , 6
1 58 1 1 0 0 0 0 1 , 3
2 13 1 1 0 0 0 0 1 , 2
2 12 1 1 0 0 0 0 1 , 1
5 4 1 1 0 0 0 0 1 , 8
4 3 1 1 0 0 0 0 1 , 4
1 71 0 2 0 0 0 0 1 , 5
2 75 1 1 0 0 0 0 1 , 2
3 7 0 1 0 0 0 0 1 , 4
1 21 1 1 0 0 0 0 1 , 5
2 61 1 1 0 0 0 0 1 , 4
4 15 1 3 0 0 0 0 1 , 3
5 44 1 1 0 0 0 0 1 , 3
2 25 1 2 0 0 0 0 1 , 8
2 19 1 3 0 0 0 0 1 , 6
1 58 1 1 0 0 0 0 1 , 3
2 75 1 2 0 0 0 0 1 , 2
2 64 1 1 0 0 0 0 1 , 5
8 15 1 1 0 0 0 0 1 , 3
2 38 1 1 0 0 0 0 1 , 2
5 36 1 1 0 0 0 0 1 , 4
2 7 1 1 0 0 0 0 1 , 7
2 33 1 1 0 0 0 0 1 , 3
4 2 1 1 0 0 0 0 1 , 8
2 29 1 1 0 0 0 0 1 , 2
2 7 1 5 0 0 0 0 1 , 5
1 64 1 1 0 0 0 0 1 , 2
2 54 1 1 0 0 0 0 1 , 6
4 13 1 1 0 0 0 0 1 , 2
5 40 1 2 0 0 0 0 1 , 3
4 7 1 2 0 0 0 0 1 , 3
4 9 1 2 0 0 0 0 1 , 5
3 15 1 1 0 0 0 0 1 , 3
3 13 1 2 0 0 0 0 1 , 2
5 16 1 1 0 0 0 0 1 , 3
2 14 1 1 0 0 0 0 1 , 2
5 9 0 3 0 0 0 0 1 , 4
2 56 1 1 0 0 0 0 1 , 4
2 9 1 1 0 0 0 0 1 , 5
2 7 0 2 0 0 0 0 1 , 5
1 9 1 1 0 0 0 0 1 , 5
10 3 1 1 0 0 0 0 1 , 4
6 11 1 2 0 0 0 0 1 , 5
5 5 1 1 0 0 0 0 1 , 6
3 2 1 1 0 0 0 0 1 , 6
0 7 1 1 0 0 0 0 1 , 5
2 54 1 3 0 0 0 0 1 , 3
1 16 1 1 0 0 0 0 1 , 8
6 9 1 2 0 0 0 0 1 , 3
4 72 0 3 0 0 0 0 1 , 3
4 4 1 2 0 0 0 0 1 , 4
5 6 1 1 0 0 0 0 1 , 6
6 18 1 1 0 0 0 0 1 , 6
3 58 1 1 0 0 0 0 1 , 6
2 25 1 1 0 0 0 0 1 , 4
1 6 1 2 0 0 0 0 1 , 5
2 37 1 1 0 0 0 0 1 , 2
1 3 1 1 0 0 0 0 1 , 5
1 6 1 1 0 0 0 0 1 , 2
2 46 1 1 0 0 0 0 1 , 5
8 24 1 2 0 0 0 0 1 , 3
6 58 1 1 0 0 0 0 1 , 3
2 27 1 1 0 0 0 0 1 , 2
1 16 0 6 0 0 0 0 1 , 4
0 56 1 1 0 0 0 0 1 , 5
5 17 1 2 0 0 0 0 1 , 3
2 10 1 1 0 0 0 0 1 , 4
3 3 1 1 0 0 0 0 1 , 5
1 5 1 2 0 0 0 0 1 , 2
4 17 1 1 0 0 0 0 1 , 4
11 75 1 2 0 0 0 0 1 , 5
2 13 1 1 0 0 0 0 1 , 2
2 43 1 2 0 0 0 0 1 , 2
2 71 1 3 0 0 0 0 1 , 6
6 42 1 1 0 0 0 0 1 , 2
2 9 0 3 0 0 0 0 1 , 5
3 1 1 1 0 0 0 0 1 , 7
4 68 1 2 0 0 0 0 1 , 2
2 15 1 1 0 0 0 0 1 , 5
6 68 1 1 0 0 0 0 1 , 2
6 6 1 1 0 0 0 0 1 , 2
3 20 1 1 0 0 0 0 1 , 2
2 27 1 2 0 0 0 0 1 , 2
1 16 0 2 0 0 0 0 1 , 6
6 64 1 2 0 0 0 0 1 , 2
1 2 1 1 0 0 0 0 1 , 5
2 14 1 2 0 0 0 0 1 , 7
1 48 1 1 0 0 0 0 1 , 4
8 46 1 1 0 0 0 0 1 , 2
2 20 1 1 0 0 0 0 1 , 4
4 23 1 2 0 0 0 0 1 , 4
1 12 0 2 0 0 0 0 1 , 3
4 11 1 1 0 0 0 0 1 , 5
5 68 1 2 0 0 0 0 1 , 3
4 24 1 1 0 0 0 0 1 , 3
3 3 1 1 0 0 0 0 1 , 5
2 46 0 2 0 0 0 0 1 , 3
1 71 1 2 0 0 0 0 1 , 4
7 47 1 1 0 0 0 0 1 , 1
6 8 1 1 0 0 0 0 1 , 1
7 23 1 1 0 0 0 0 1 , 1
10 46 1 1 0 0 0 0 1 , 3
3 22 1 3 0 0 0 0 1 , 5
2 55 1 1 0 0 0 0 1 , 4
2 8 0 2 0 0 0 0 1 , 5
3 38 1 2 0 0 0 0 1 , 3
2 7 1 1 0 0 0 0 1 , 4
4 2 1 1 0 0 0 0 1 , 3
5 20 1 1 0 0 0 0 1 , 2
1 3 1 1 0 0 0 0 1 , 4
4 64 1 1 0 0 0 0 1 , 2
2 36 1 1 0 0 0 0 1 , 2
3 23 1 1 0 0 0 0 1 , 5
3 13 1 1 0 0 0 0 1 , 4
8 47 1 2 0 0 0 0 1 , 3
2 3 1 1 0 0 0 0 1 , 3
1 7 1 2 0 0 0 0 1 , 5
2 45 1 1 0 0 0 0 1 , 3
1 71 1 2 0 0 0 0 1 , 3
4 27 1 2 0 0 0 0 1 , 3
4 62 1 3 0 0 0 0 1 , 4
2 48 1 1 0 0 0 0 1 , 2
5 18 1 2 0 0 0 0 1 , 4
4 40 0 2 0 0 0 0 1 , 2
5 19 1 1 0 0 0 0 1 , 3
1 2 1 1 0 0 0 0 1 , 5
1 17 1 2 0 0 0 0 1 , 1
1 56 1 1 0 0 0 0 1 , 5
2 2 1 2 0 0 0 0 1 , 7
1 24 1 1 0 0 0 0 1 , 6
7 61 1 3 0 0 0 0 1 , 2
1 58 1 3 0 0 0 0 1 , 3
1 10 0 2 0 0 0 0 1 , 6
1 8 1 1 0 0 0 0 1 , 5
10 26 1 1 0 0 0 0 1 , 4
12 72 1 1 0 0 0 0 1 , 2
3 1 1 1 0 0 0 0 1 , 4
2 9 1 1 0 0 0 0 1 , 8
5 3 1 1 0 0 0 0 1 , 4
2 9 1 2 0 0 0 0 1 , 3
6 4 0 2 0 0 0 0 1 , 5
0 25 1 1 0 0 0 0 1 , 3
3 6 1 1 0 0 0 0 1 , 6
1 5 1 1 0 0 0 0 1 , 3
4 11 1 1 0 0 0 0 1 , 2
4 27 1 1 0 0 0 0 1 , 6
1 75 0 4 0 0 0 0 1 , 5
4 9 1 1 0 0 0 0 1 , 5
1 42 1 2 0 0 0 0 1 , 2
2 8 0 3 0 0 0 0 1 , 5
4 23 1 2 0 0 0 0 1 , 3
5 19 1 2 0 0 0 0 1 , 4
9 36 1 1 0 0 0 0 1 , 3
1 12 1 1 0 0 0 0 1 , 4
2 24 1 2 0 0 0 0 1 , 5
1 25 1 2 0 0 0 0 1 , 3
2 29 1 1 0 0 0 0 1 , 5
10 68 1 1 0 0 0 0 1 , 2
4 47 1 3 0 0 0 0 1 , 4
5 19 1 1 0 0 0 0 1 , 4
10 27 1 1 0 0 0 0 1 , 5
0 7 1 2 0 0 0 0 1 , 3
5 64 0 3 0 0 0 0 1 , 3
4 7 1 1 0 0 0 0 1 , 3
7 24 1 1 0 0 0 0 1 , 2
2 55 1 2 0 0 0 0 1 , 3
5 16 1 1 0 0 0 0 1 , 2
2 16 0 2 0 0 0 0 1 , 5
2 7 1 1 0 0 0 0 1 , 6
2 2 1 1 0 0 0 0 1 , 2
5 17 1 2 0 0 0 0 1 , 5
5 64 1 1 0 0 0 0 1 , 2
5 13 1 1 0 0 0 0 1 , 3
1 21 1 1 0 0 0 0 1 , 2
4 26 1 1 0 0 0 0 1 , 4
2 15 1 1 0 0 0 0 1 , 5
2 13 1 1 0 0 0 0 1 , 3
3 10 1 2 0 0 0 0 1 , 2
3 10 1 1 0 0 0 0 1 , 2
3 14 1 1 0 0 0 0 1 , 3
1 71 1 3 0 0 0 0 1 , 7
2 7 1 2 0 0 0 0 1 , 4
8 8 1 1 0 0 0 0 1 , 5
5 62 1 1 0 0 0 0 1 , 3
4 46 1 2 0 0 0 0 1 , 3
5 36 1 2 0 0 0 0 1 , 2
3 7 1 1 0 0 0 0 1 , 6
3 64 1 2 0 0 0 0 1 , 1
2 3 0 2 0 0 0 0 1 , 5
3 18 1 5 0 0 0 0 1 , 7
2 14 1 1 0 0 0 0 1 , 2
1 20 1 1 0 0 0 0 1 , 1
8 61 0 3 0 0 0 0 1 , 4
6 15 1 2 0 0 0 0 1 , 2
1 7 1 1 0 0 0 0 1 , 5
4 11 0 2 0 0 0 0 1 , 4
2 64 1 1 0 0 0 0 1 , 4
10 27 1 2 0 0 0 0 1 , 3
2 8 1 1 0 0 0 0 1 , 6
8 64 1 1 0 0 0 0 1 , 3
1 27 1 2 0 0 0 0 1 , 5
1 55 1 2 0 0 0 0 1 , 2
1 22 1 1 0 0 0 0 1 , 4
1 1 1 1 0 0 0 0 1 , 4
2 18 1 2 0 0 0 0 1 , 5
3 3 0 2 0 0 0 0 1 , 8
3 13 1 1 0 0 0 0 1 , 6
4 19 1 2 0 0 0 0 1 , 1
1 13 1 1 0 0 0 0 1 , 3
5 27 0 2 0 0 0 0 1 , 2
2 5 1 1 0 0 0 0 1 , 5
2 21 1 1 0 0 0 0 1 , 2
2 9 1 1 0 0 0 0 1 , 6
3 15 1 1 0 0 0 0 1 , 2
13 6 1 1 0 0 0 0 1 , 3
7 46 1 1 0 0 0 0 1 , 2
4 8 1 2 0 0 0 0 1 , 3
2 67 1 1 0 0 0 0 1 , 5
2 72 1 2 0 0 0 0 1 , 8
6 46 1 1 0 0 0 0 1 , 6
4 22 1 2 0 0 0 0 1 , 1
1 71 1 2 0 0 0 0 1 , 4
2 12 1 1 0 0 0 0 1 , 5
4 5 1 1 0 0 0 0 1 , 1
5 26 1 1 0 0 0 0 1 , 5
8 8 0 1 0 0 0 0 1 , 3
4 24 1 3 0 0 0 0 1 , 3
2 25 1 1 0 0 0 0 1 , 2
2 3 1 1 0 0 0 0 1 , 3
5 18 1 1 0 0 0 0 1 , 1
3 62 1 1 0 0 0 0 1 , 2
0 7 0 2 0 0 0 0 1 , 7
5 61 1 2 0 0 0 0 1 , 5
8 2 1 1 0 0 0 0 1 , 3
4 3 1 2 0 0 0 0 1 , 4
1 7 0 2 0 0 0 0 1 , 5
5 5 1 1 0 0 0 0 1 , 3
2 9 1 1 0 0 0 0 1 , 5
2 48 1 2 0 0 0 0 1 , 2
3 10 0 1 0 0 0 0 1 , 5
2 6 1 1 0 0 0 0 1 , 2
1 16 1 1 0 0 0 0 1 , 5
6 23 1 2 0 0 0 0 1 , 6
8 61 1 1 0 0 0 0 1 , 1
2 19 1 2 0 0 0 0 1 , 2
5 36 1 1 0 0 0 0 1 , 1
6 13 1 1 0 0 0 0 1 , 1
7 61 1 3 0 0 0 0 1 , 3
2 48 0 2 0 0 0 0 1 , 3
2 43 1 3 0 0 0 0 1 , 2
0 3 1 1 0 0 0 0 1 , 1
2 38 1 1 0 0 0 0 1 , 3
6 77 1 2 0 0 0 0 1 , 6
4 58 1 1 0 0 0 0 1 , 2
4 12 1 2 0 0 0 0 1 , 3
2 55 1 2 0 0 0 0 1 , 2
4 10 1 1 0 0 0 0 1 , 6
3 16 0 2 0 0 0 0 1 , 5
12 72 1 1 0 0 0 0 1 , 2
1 16 1 1 0 0 0 0 1 , 4
3 64 1 1 0 0 0 0 1 , 1
2 23 1 2 0 0 0 0 1 , 6
1 3 1 2 0 0 0 0 1 , 3
2 56 1 2 0 0 0 0 1 , 5
2 3 1 1 0 0 0 0 1 , 5
5 6 1 1 0 0 0 0 1 , 2
3 9 1 1 0 0 0 0 1 , 7
3 15 1 1 0 0 0 0 1 , 7
2 2 1 1 0 0 0 0 1 , 5
2 10 1 1 0 0 0 0 1 , 4
5 36 1 2 0 0 0 0 1 , 2
2 15 1 1 0 0 0 0 1 , 2
9 61 0 2 0 0 0 0 1 , 3
3 10 1 1 0 0 0 0 1 , 3
7 15 1 1 0 0 0 0 1 , 3
3 6 1 1 0 0 0 0 1 , 3
3 36 1 1 0 0 0 0 1 , 3
3 2 1 1 0 0 0 0 1 , 3
4 62 1 2 0 0 0 0 1 , 2
5 14 1 3 0 0 0 0 1 , 4
2 18 1 1 0 0 0 0 1 , 7
5 61 1 1 0 0 0 0 1 , 2
6 17 1 1 0 0 0 0 1 , 4
4 39 1 2 0 0 0 0 1 , 5
3 3 1 1 0 0 0 0 1 , 4
5 2 1 2 0 0 0 0 1 , 6
8 26 1 1 0 0 0 0 1 , 4
1 12 1 1 0 0 0 0 1 , 3
1 8 1 1 0 0 0 0 1 , 2
3 43 1 1 0 0 0 0 1 , 4
1 19 1 1 0 0 0 0 1 , 5
4 7 1 1 0 0 0 0 1 , 2
2 17 1 1 0 0 0 0 1 , 5
3 10 1 2 0 0 0 0 1 , 4
2 30 1 1 0 0 0 0 1 , 4
1 10 1 1 0 0 0 0 1 , 6
2 42 0 2 0 0 0 0 1 , 4
1 44 1 2 0 0 0 0 1 , 4
8 45 1 1 0 0 0 0 1 , 4
2 25 1 1 0 0 0 0 1 , 3
2 3 1 1 0 0 0 0 1 , 6
6 17 1 2 0 0 0 0 1 , 4
4 10 1 2 0 0 0 0 1 , 4
5 18 1 2 0 0 0 0 1 , 4
3 25 1 1 0 0 0 0 1 , 3
6 9 1 1 0 0 0 0 1 , 2
1 23 1 4 0 0 0 0 1 , 6
5 27 1 1 0 0 0 0 1 , 2
4 36 1 1 0 0 0 0 1 , 2
3 14 1 1 0 0 0 0 1 , 6
2 26 1 1 0 0 0 0 1 , 3
5 17 1 1 0 0 0 0 1 , 5
1 67 1 1 0 0 0 0 1 , 3
1 36 1 1 0 0 0 0 1 , 2
4 23 1 1 0 0 0 0 1 , 3
2 3 1 1 0 0 0 0 1 , 4
2 2 1 1 0 0 0 0 1 , 5
3 20 1 2 0 0 0 0 1 , 2
4 10 1 1 0 0 0 0 1 , 6
4 16 1 2 0 0 0 0 1 , 5
1 6 1 1 0 0 0 0 1 , 4
2 9 1 1 0 0 0 0 1 , 2
3 2 1 1 0 0 0 0 1 , 4
3 14 1 3 0 0 0 0 1 , 3
2 29 1 1 0 0 0 0 1 , 6
6 19 1 2 0 0 0 0 1 , 3
4 24 1 3 0 0 0 0 1 , 3
8 64 1 1 0 0 0 0 1 , 5
1 9 1 2 0 0 0 0 1 , 4
1 55 1 1 0 0 0 0 1 , 2
1 2 0 1 0 0 0 0 1 , 5
1 4 0 2 0 0 0 0 1 , 6
7 16 1 1 0 0 0 0 1 , 2
1 7 1 3 0 0 0 0 1 , 5
6 33 1 1 0 0 0 0 1 , 3
6 44 1 1 0 0 0 0 1 , 3
2 23 1 1 0 0 0 0 1 , 2
2 9 1 2 0 0 0 0 1 , 4
1 71 1 1 0 0 0 0 1 , 2
0 24 1 1 0 0 0 0 1 , 3
3 9 1 1 0 0 0 0 1 , 4
2 2 0 2 0 0 0 0 1 , 4
4 19 1 1 0 0 0 0 1 , 3
4 9 1 2 0 0 0 0 1 , 1
2 12 1 2 0 0 0 0 1 , 6
4 15 1 1 0 0 0 0 1 , 3
0 5 0 1 0 0 0 0 1 , 8
0 6 1 2 0 0 0 0 1 , 2
2 56 1 1 0 0 0 0 1 , 3
4 44 1 1 0 0 0 0 1 , 2
2 13 1 1 0 0 0 0 1 , 6
4 8 1 1 0 0 0 0 1 , 3
2 16 0 2 0 0 0 0 1 , 4
8 13 1 1 0 0 0 0 1 , 3
1 15 1 2 0 0 0 0 1 , 3
2 9 1 2 0 0 0 0 1 , 4
2 12 1 1 0 0 0 0 1 , 7
3 35 1 1 0 0 0 0 1 , 4
2 64 1 1 0 0 0 0 1 , 6
2 14 1 1 0 0 0 0 1 , 3
12 72 1 1 0 0 0 0 1 , 2
4 5 1 1 0 0 0 0 1 , 4
2 64 1 3 0 0 0 0 1 , 2
14 2 1 1 0 0 0 0 1 , 7
2 11 1 2 0 0 0 0 1 , 4
1 2 1 1 0 0 0 0 1 , 2
2 20 1 1 0 0 0 0 1 , 1
3 11 1 1 0 0 0 0 1 , 5
3 21 1 1 0 0 0 0 1 , 2
2 3 1 1 0 0 0 0 1 , 9
9 13 1 1 0 0 0 0 1 , 3
1 54 1 1 0 0 0 0 1 , 7
3 61 1 2 0 0 0 0 1 , 5
1 26 0 7 0 0 0 0 1 , 4
4 6 1 1 0 0 0 0 1 , 3
1 13 1 1 0 0 0 0 1 , 5
8 75 1 2 0 0 0 0 1 , 3
1 12 1 2 0 0 0 0 1 , 5
4 11 1 4 0 0 0 0 1 , 7
1 16 1 1 0 0 0 0 1 , 5
6 17 1 1 0 0 0 0 1 , 2
1 1 1 1 0 0 0 0 1 , 4
4 24 1 4 0 0 0 0 1 , 4
11 77 1 1 0 0 0 0 1 , 1
2 11 1 1 0 0 0 0 1 , 3
4 10 1 1 0 0 0 0 1 , 3
5 6 1 1 0 0 0 0 1 , 4
4 5 1 1 0 0 0 0 1 , 5
2 15 1 2 0 0 0 0 1 , 5
1 4 1 1 0 0 0 0 1 , 2
2 56 1 3 0 0 0 0 1 , 2
2 16 0 2 0 0 0 0 1 , 3
4 24 1 1 0 0 0 0 1 , 2
1 15 1 1 0 0 0 0 1 , 2
4 5 1 3 0 0 0 0 1 , 4
1 54 1 1 0 0 0 0 1 , 5
1 8 1 1 0 0 0 0 1 , 5
2 4 1 1 0 0 0 0 1 , 3
2 39 1 1 0 0 0 0 1 , 1
2 9 1 2 0 0 0 0 1 , 5
5 9 1 1 0 0 0 0 1 , 5
1 25 1 1 0 0 0 0 1 , 2
2 64 0 2 0 0 0 0 1 , 5
2 8 0 1 0 0 0 0 1 , 4
1 40 1 1 0 0 0 0 1 , 3
2 9 1 2 0 0 0 0 1 , 6
1 77 1 3 0 0 0 0 1 , 5
2 18 1 1 0 0 0 0 1 , 2
1 1 1 1 0 0 0 0 1 , 7
1 38 1 1 0 0 0 0 1 , 2
4 68 0 2 0 0 0 0 1 , 3
1 4 1 1 0 0 0 0 1 , 5
2 62 1 1 0 0 0 0 1 , 4
0 44 1 2 0 0 0 0 1 , 4
1 42 1 2 0 0 0 0 1 , 2
2 13 1 1 0 0 0 0 1 , 5
3 10 1 1 0 0 0 0 1 , 3
5 47 1 1 0 0 0 0 1 , 6
2 43 1 3 0 0 0 0 1 , 5
5 9 1 1 0 0 0 0 1 , 2
1 3 1 1 0 0 0 0 1 , 5
1 67 1 1 0 0 0 0 1 , 3
3 2 1 1 0 0 0 0 1 , 6
8 68 1 1 0 0 0 0 1 , 2
2 7 1 3 0 0 0 0 1 , 6
6 27 1 1 0 0 0 0 1 , 3
3 12 1 1 0 0 0 0 1 , 6
5 30 1 3 0 0 0 0 1 , 7
4 5 1 1 0 0 0 0 1 , 1
1 35 1 1 0 0 0 0 1 , 2
4 24 1 2 0 0 0 0 1 , 5
1 27 1 1 0 0 0 0 1 , 1
2 2 1 1 0 0 0 0 1 , 2
4 6 1 2 0 0 0 0 1 , 5
6 61 1 1 0 0 0 0 1 , 3
2 56 1 2 0 0 0 0 1 , 3
6 20 1 2 0 0 0 0 1 , 2
2 9 1 1 0 0 0 0 1 , 6
0 75 1 1 0 0 0 0 1 , 3
2 23 1 1 0 0 0 0 1 , 2
6 17 1 3 0 0 0 0 1 , 3
1 23 1 1 0 0 0 0 1 , 3
3 9 1 1 0 0 0 0 1 , 5
6 16 1 2 0 0 0 0 1 , 6
3 46 1 1 0 0 0 0 1 , 3
5 19 1 3 0 0 0 0 1 , 5
2 7 1 1 0 0 0 0 1 , 6
1 18 1 1 0 0 0 0 1 , 4
2 16 1 1 0 0 0 0 1 , 6
16 12 1 1 0 0 0 0 1 , 2
5 15 1 1 0 0 0 0 1 , 5
1 6 1 2 0 0 0 0 1 , 2
1 5 1 1 0 0 0 0 1 , 5
14 2 1 1 0 0 0 0 1 , 6
5 9 1 1 0 0 0 0 1 , 5
1 9 1 1 0 0 0 0 1 , 2
5 36 1 1 0 0 0 0 1 , 1
2 19 0 4 0 0 0 0 1 , 7
10 61 1 2 0 0 0 0 1 , 2
7 1 1 1 0 0 0 0 1 , 4
4 27 1 1 0 0 0 0 1 , 3
0 14 1 1 0 0 0 0 1 , 4
5 26 1 1 0 0 0 0 1 , 6
4 13 1 2 0 0 0 0 1 , 3
1 62 1 4 0 0 0 0 1 , 5
1 7 1 2 0 0 0 0 1 , 7
12 72 1 2 0 0 0 0 1 , 2
2 6 1 1 0 0 0 0 1 , 4
6 6 1 1 0 0 0 0 1 , 3
0 56 1 2 0 0 0 0 1 , 2
0 6 1 1 0 0 0 0 1 , 6
1 42 1 2 0 0 0 0 1 , 3
1 44 1 3 0 0 0 0 1 , 3
1 21 1 1 0 0 0 0 1 , 2
5 62 1 2 0 0 0 0 1 , 2
3 16 0 2 0 0 0 0 1 , 4
5 10 1 1 0 0 0 0 1 , 1
4 20 1 1 0 0 0 0 1 , 4
2 5 1 1 0 0 0 0 1 , 3
1 11 1 2 0 0 0 0 1 , 8
8 72 1 1 0 0 0 0 1 , 3
4 18 1 1 0 0 0 0 1 , 4
3 2 1 1 0 0 0 0 1 , 5
6 68 0 2 0 0 0 0 1 , 4
3 4 1 2 0 0 0 0 1 , 4
1 7 1 2 0 0 0 0 1 , 6
5 33 1 1 0 0 0 0 1 , 1
7 35 1 2 0 0 0 0 1 , 2
4 24 1 2 0 0 0 0 1 , 3
1 14 1 1 0 0 0 0 1 , 2
2 16 1 1 0 0 0 0 1 , 5
2 8 1 1 0 0 0 0 1 , 5
4 14 1 2 0 0 0 0 1 , 5
4 15 1 1 0 0 0 0 1 , 2
4 75 1 1 0 0 0 0 1 , 5
5 23 1 3 0 0 0 0 1 , 2
5 9 1 1 0 0 0 0 1 , 3
4 12 1 1 0 0 0 0 1 , 5
4 68 0 5 0 0 0 0 1 , 3
3 58 1 1 0 0 0 0 1 , 2
3 13 1 2 0 0 0 0 1 , 7
1 14 1 1 0 0 0 0 1 , 5
2 24 1 1 0 0 0 0 1 , 3
1 17 1 1 0 0 0 0 1 , 4
3 42 1 2 0 0 0 0 1 , 3
19 2 1 1 0 0 0 0 1 , 2
6 61 0 2 0 0 0 0 1 , 2
5 58 1 1 0 0 0 0 1 , 1
1 16 1 1 0 0 0 0 1 , 3
1 16 1 2 0 0 0 0 1 , 2
1 64 0 5 0 0 0 0 1 , 5
2 64 1 1 0 0 0 0 1 , 2
12 75 1 3 0 0 0 0 1 , 5
2 4 1 1 0 0 0 0 1 , 5
2 31 1 1 0 0 0 0 1 , 2
1 4 1 1 0 0 0 0 1 , 6
4 58 1 1 0 0 0 0 1 , 3
2 9 1 1 0 0 0 0 1 , 4
6 43 1 1 0 0 0 0 1 , 4
5 2 1 1 0 0 0 0 1 , 6
3 47 1 2 0 0 0 0 1 , 2
1 16 1 1 0 0 0 0 1 , 5
7 42 1 3 0 0 0 0 1 , 7
2 15 1 1 0 0 0 0 1 , 6
2 20 1 1 0 0 0 0 1 , 6
1 64 1 4 0 0 0 0 1 , 5
1 2 1 1 0 0 0 0 1 , 5
4 10 1 1 0 0 0 0 1 , 3
2 64 1 1 0 0 0 0 1 , 5
5 13 1 1 0 0 0 0 1 , 4
1 45 1 2 0 0 0 0 1 , 3
21 9 1 1 0 0 0 0 1 , 2
3 43 1 1 0 0 0 0 1 , 3
1 20 1 2 0 0 0 0 1 , 3
7 61 1 1 0 0 0 0 1 , 3
1 8 1 2 0 0 0 0 1 , 5
4 22 1 1 0 0 0 0 1 , 3
5 12 1 1 0 0 0 0 1 , 3
5 18 1 1 0 0 0 0 1 , 3
4 20 1 1 0 0 0 0 1 , 6
4 12 1 1 0 0 0 0 1 , 2
2 36 0 1 0 0 0 0 1 , 3
1 23 1 2 0 0 0 0 1 , 6
1 3 1 1 0 0 0 0 1 , 3
2 9 1 1 0 0 0 0 1 , 5
4 56 1 1 0 0 0 0 1 , 4
1 25 1 1 0 0 0 0 1 , 5
3 10 0 1 0 0 0 0 1 , 3
1 33 1 1 0 0 0 0 1 , 4
4 42 1 1 0 0 0 0 1 , 4
7 12 1 2 0 0 0 0 1 , 5
2 26 0 1 0 0 0 0 1 , 2
1 75 1 1 0 0 0 0 1 , 3
2 16 0 2 0 0 0 0 1 , 4
1 2 1 1 0 0 0 0 1 , 5
4 61 1 2 0 0 0 0 1 , 3
2 16 0 3 0 0 0 0 1 , 4
2 42 1 3 0 0 0 0 1 , 2
2 43 1 1 0 0 0 0 1 , 3
5 42 1 2 0 0 0 0 1 , 4
2 30 1 3 0 0 0 0 1 , 4
2 42 1 1 0 0 0 0 1 , 7
6 16 1 1 0 0 0 0 1 , 3
2 45 1 1 0 0 0 0 1 , 4
2 15 1 1 0 0 0 0 1 , 3
6 75 1 1 0 0 0 0 1 , 4
1 3 1 2 0 0 0 0 1 , 3
1 23 1 2 0 0 0 0 1 , 3
2 15 0 2 0 0 0 0 1 , 5
2 67 1 1 0 0 0 0 1 , 4
2 56 1 1 0 0 0 0 1 , 1
5 33 1 1 0 0 0 0 1 , 3
2 19 1 2 0 0 0 0 1 , 4
1 17 1 1 0 0 0 0 1 , 2
6 10 1 2 0 0 0 0 1 , 5
3 15 1 2 0 0 0 0 1 , 2
5 18 1 1 0 0 0 0 1 , 3
4 9 1 2 0 0 0 0 1 , 4
2 15 0 2 0 0 0 0 1 , 5
2 16 1 2 0 0 0 0 1 , 5
4 5 1 1 0 0 0 0 1 , 4
1 7 1 1 0 0 0 0 1 , 6
2 16 1 1 0 0 0 0 1 , 5
2 4 1 1 0 0 0 0 1 , 4
5 35 1 1 0 0 0 0 1 , 6
12 61 1 2 0 0 0 0 1 , 3
